Age,Class,Flight Distance,Inflight wifi service,Departure/Arrival time convenient,Ease of Online booking,Gate location,Food and drink,Online boarding,Seat comfort,Inflight entertainment,On-board service,Leg room service,Baggage handling,Checkin service,Inflight service,Cleanliness,Departure Delay in Minutes,Arrival Delay in Minutes,Gender_Male,Loyal Customer,Business Travel,satisfied
46,1,1204,4,4,5,4,4,5,4,4,1,4,4,2,3,4,53,33,1,1,0,0
68,1,281,3,4,4,4,2,3,4,1,1,4,1,1,1,1,10,18,0,1,0,0
67,1,972,4,5,4,4,3,4,3,3,5,5,4,3,5,3,0,30,1,1,0,0
50,3,235,0,0,0,2,3,4,5,1,1,1,1,3,1,4,1,9,0,1,1,1
28,3,752,4,4,3,4,4,4,4,4,3,5,4,4,1,4,20,40,1,1,1,1
35,1,290,3,4,3,1,2,3,2,2,4,3,4,4,5,2,0,24,1,1,0,0
49,3,1726,5,5,5,5,4,3,4,5,5,5,5,5,5,5,0,0,1,1,1,1
57,3,2739,3,3,3,3,4,5,4,4,4,4,4,5,4,5,2,0,0,1,1,1
57,3,646,5,5,5,5,5,5,4,4,4,3,4,3,4,5,14,0,0,1,1,1
35,3,370,2,2,2,2,3,5,5,3,3,3,3,3,3,3,10,4,1,1,1,1
44,3,2486,3,3,3,3,5,4,5,2,2,2,2,5,2,3,0,0,1,1,1,1
33,3,558,2,2,2,2,1,2,1,1,2,5,1,5,3,1,0,0,1,1,1,1
44,3,458,1,1,1,1,2,5,4,5,5,5,5,4,5,3,0,0,0,1,1,1
45,2,229,3,1,1,1,4,3,4,4,3,5,4,3,4,4,0,3,1,1,1,1
51,2,646,4,3,4,2,1,2,3,4,4,4,4,3,4,2,15,18,0,1,0,0
28,3,3965,5,5,5,5,4,4,4,4,3,4,4,3,5,4,0,0,0,1,1,1
60,1,409,3,4,3,4,3,3,3,1,1,3,1,1,1,1,0,0,0,1,0,0
54,1,391,0,4,0,2,3,5,5,2,2,0,3,3,2,3,18,14,0,1,0,1
68,1,526,2,1,2,2,5,2,1,5,5,2,5,2,5,2,1,1,0,1,0,0
58,1,761,4,1,3,4,5,4,4,5,5,3,5,3,5,4,7,0,0,1,0,1
37,3,1096,3,3,3,2,5,3,5,5,3,2,4,4,4,5,0,0,1,0,1,0
20,1,1947,3,4,3,4,5,3,4,5,5,2,3,3,4,5,4,0,1,1,0,0
58,3,2354,5,5,5,5,4,5,4,5,5,5,5,5,5,5,0,0,0,1,1,1
22,1,1947,5,5,5,5,5,5,5,5,5,2,3,4,4,5,25,0,0,1,1,1
37,2,1069,5,1,1,1,5,5,5,5,5,2,1,4,5,5,10,26,1,1,1,1
30,3,2896,3,4,4,4,3,3,3,3,3,4,4,1,3,3,0,9,0,1,1,0
32,3,308,2,2,2,1,5,2,5,5,3,3,4,3,5,5,31,13,0,0,1,0
30,3,2883,4,4,4,4,4,4,4,4,4,5,5,5,4,4,86,93,1,1,1,1
25,3,423,5,0,4,2,3,4,3,3,3,4,4,5,4,3,35,24,0,0,1,1
54,3,1696,2,2,2,2,5,5,4,5,5,5,5,3,5,5,0,0,0,1,1,1
49,1,425,5,3,5,3,3,3,3,5,5,5,5,1,5,3,8,1,0,1,0,1
39,1,1055,2,4,2,3,2,2,2,2,3,4,4,3,4,2,0,0,0,1,0,0
38,3,414,2,2,2,4,1,2,1,1,5,3,5,4,5,1,0,4,0,0,1,0
40,3,337,3,3,3,3,2,5,4,4,4,4,4,4,4,5,0,0,1,1,1,1
52,3,3073,4,4,3,4,2,4,5,3,3,3,3,4,3,5,30,17,1,1,1,1
64,3,202,3,1,1,1,4,4,3,2,2,1,3,2,2,2,5,10,1,1,1,0
63,1,1201,4,4,4,4,1,4,2,1,1,4,4,4,3,1,77,81,1,1,0,1
42,3,3044,3,3,3,3,2,5,4,4,4,5,4,4,4,3,0,0,1,1,1,1
29,1,909,1,4,1,4,4,1,4,4,3,2,5,4,5,4,0,0,1,1,0,0
25,1,429,2,4,2,3,2,2,2,2,5,3,1,2,2,2,0,0,0,1,0,0
54,1,726,2,2,2,3,4,4,3,1,1,2,1,3,1,2,0,0,0,1,0,0
38,1,646,3,5,3,4,4,3,4,4,5,1,4,3,1,4,0,0,1,1,0,0
24,3,325,5,0,5,3,1,5,1,1,4,4,4,3,5,1,0,4,1,0,1,1
21,1,257,4,3,4,3,4,4,4,4,3,3,1,4,2,4,0,0,1,1,0,0
41,1,954,5,5,5,5,4,5,4,4,2,5,4,5,1,4,0,4,0,1,1,1
22,3,882,5,2,5,3,2,5,2,2,5,2,5,5,5,2,3,0,0,0,1,1
35,3,404,3,3,3,3,4,5,4,5,5,5,5,3,5,5,0,0,1,1,1,1
59,3,3397,3,3,3,3,4,5,4,3,3,3,3,4,3,3,0,0,0,1,1,1
28,1,1744,1,2,1,3,1,4,4,4,5,3,3,4,3,4,138,106,0,1,0,0
47,3,522,5,5,5,5,5,2,1,3,3,4,3,1,3,4,26,40,1,1,1,1
11,1,362,1,4,1,1,1,1,1,1,4,4,5,5,4,1,0,0,0,1,0,0
52,3,1593,5,5,5,5,4,4,5,4,4,4,4,4,4,4,0,0,1,1,1,1
34,1,507,3,4,3,3,1,3,1,1,3,3,5,4,4,1,0,0,1,1,0,0
35,3,2704,5,5,4,5,1,4,5,5,5,5,5,4,5,1,0,0,1,1,1,1
56,3,719,5,5,5,5,2,4,4,5,5,5,5,5,5,5,0,0,1,1,1,1
39,3,1865,1,1,1,1,1,1,1,1,5,5,5,3,5,1,19,13,0,0,1,0
43,1,474,2,0,2,4,1,2,1,1,1,3,2,2,5,1,0,0,0,0,1,0
40,3,2724,1,1,1,1,3,5,5,4,4,4,4,4,4,5,17,10,0,1,1,1
40,3,1574,2,2,2,2,2,5,5,3,3,4,3,5,3,4,0,0,0,1,1,1
52,3,507,1,3,5,3,5,4,4,1,1,1,1,2,1,1,4,9,0,1,1,0
42,3,925,3,3,3,3,5,5,5,3,3,4,5,5,5,5,174,180,1,1,1,1
27,1,763,2,4,3,4,4,3,2,4,5,3,4,5,4,4,0,10,1,1,0,0
20,1,408,3,2,3,4,2,3,2,2,4,5,3,3,4,2,9,0,1,0,1,0
46,3,1590,5,5,5,5,5,4,4,4,4,4,4,3,4,3,8,4,1,1,1,1
50,1,1242,4,2,4,4,4,4,4,2,3,2,4,4,4,4,139,123,1,1,0,0
39,3,882,1,1,1,1,2,5,5,2,2,2,2,5,2,3,96,109,0,1,1,1
40,3,3954,3,3,3,3,2,2,2,4,4,4,4,1,4,3,0,7,1,1,1,1
58,1,370,5,2,5,3,3,2,3,3,3,5,3,1,3,3,9,0,0,1,0,1
8,3,160,2,4,2,4,3,2,3,3,4,3,5,3,4,3,0,2,1,1,0,0
54,3,270,2,2,2,2,4,5,1,4,4,4,4,3,4,4,0,0,1,1,1,1
39,3,3875,1,1,1,1,3,3,4,1,1,1,1,2,1,2,0,0,1,1,1,0
22,3,3659,4,4,4,4,4,4,4,4,3,4,2,3,5,4,0,0,0,1,1,1
44,1,1797,1,1,1,2,2,1,3,2,2,2,1,1,2,2,0,0,0,0,1,0
62,3,1744,1,0,0,2,1,1,1,1,4,2,4,3,4,1,16,35,0,0,1,0
10,1,1065,1,2,2,2,1,2,1,1,1,3,3,3,2,1,16,3,0,0,1,0
30,3,3845,4,4,4,4,4,4,4,4,3,2,5,5,5,4,0,0,1,1,1,1
61,2,150,4,4,4,4,4,2,3,4,4,4,4,3,4,3,0,0,0,1,1,1
64,1,541,3,4,3,4,4,5,5,4,4,3,4,3,4,5,0,0,0,1,0,0
44,3,425,4,1,4,4,5,4,4,4,4,5,4,4,4,5,94,89,0,1,1,1
56,1,845,3,5,3,1,1,3,1,1,4,4,5,3,5,1,0,0,1,0,0,0
24,3,3356,3,3,3,3,5,5,5,5,1,2,2,4,2,5,0,0,0,1,1,1
60,1,1670,3,5,3,5,5,3,5,5,5,4,5,3,4,5,0,0,1,1,0,0
51,1,594,2,4,1,3,1,3,4,2,2,1,2,2,2,1,0,0,0,1,0,0
53,3,2054,2,2,1,2,2,5,5,5,5,5,5,3,5,4,0,0,0,1,1,1
27,2,1237,3,3,3,5,4,3,4,4,2,4,5,5,4,4,0,0,0,0,1,0
39,3,3313,1,5,1,1,3,4,5,1,1,2,1,3,1,3,0,0,1,1,1,1
59,3,550,2,5,4,5,2,3,3,2,2,2,2,3,2,4,29,28,0,1,1,0
11,1,999,2,2,2,4,1,2,1,1,2,1,4,2,3,1,7,21,1,0,1,0
36,1,802,5,2,2,2,5,5,5,5,2,2,2,5,1,5,0,0,1,1,1,1
38,1,296,3,0,3,4,2,3,3,2,5,1,3,5,4,2,0,0,1,0,1,0
19,2,1020,3,4,3,1,1,3,1,1,2,4,2,5,1,1,5,0,1,1,0,0
13,1,2176,4,4,5,5,4,5,2,4,3,2,5,4,5,4,0,0,1,1,0,0
19,3,226,1,3,3,3,1,1,1,1,3,3,3,3,3,1,29,26,1,1,1,0
41,3,328,2,2,2,2,2,5,5,4,4,4,4,5,4,4,2,0,0,1,1,1
24,1,421,3,1,3,4,3,3,3,3,3,1,4,3,3,3,11,14,0,0,1,0
65,1,224,4,2,4,3,5,4,5,5,4,2,4,1,3,5,0,0,1,1,0,0
54,1,375,3,0,3,3,4,3,4,4,5,1,5,1,3,4,9,0,0,0,1,0
26,2,1303,4,4,4,4,4,4,4,4,1,3,4,2,3,4,24,47,0,0,1,0
29,1,1310,2,4,2,2,1,2,1,1,3,5,5,5,4,1,46,57,0,1,0,0
18,1,1219,2,2,2,4,2,2,2,2,1,5,4,2,4,2,0,0,0,0,1,0
34,3,781,1,1,1,1,1,1,4,4,4,4,4,2,4,1,0,0,0,1,1,1
22,2,413,0,4,0,4,3,0,3,3,1,5,1,4,1,3,0,0,0,1,1,1
50,3,2610,3,3,3,3,2,5,5,4,4,4,4,3,4,4,0,0,0,1,1,1
50,3,234,1,1,1,3,3,1,3,3,3,1,3,1,4,3,4,9,1,0,1,0
24,3,1617,1,1,1,1,5,5,5,5,3,1,4,1,1,5,0,5,0,1,1,1
55,1,563,1,1,1,3,4,3,3,4,4,1,4,4,4,2,38,131,0,1,0,0
48,1,399,2,5,2,1,2,2,2,2,3,3,5,5,5,2,27,12,1,1,0,0
49,3,3354,5,5,5,5,3,5,4,5,5,5,5,5,5,3,0,0,1,1,1,1
43,3,205,4,4,4,4,5,4,4,4,4,4,4,4,4,5,0,0,0,1,1,1
22,1,544,2,1,2,4,1,2,1,1,1,3,4,3,4,1,0,0,0,1,0,0
14,1,1498,3,3,3,4,1,3,1,1,5,3,3,5,4,1,0,0,0,0,1,0
38,3,954,5,5,5,5,2,2,5,4,4,4,4,4,4,5,0,0,1,1,1,1
48,3,1671,4,4,4,4,5,5,4,4,4,4,4,4,4,5,0,0,0,1,1,1
32,3,3488,2,2,2,2,5,5,5,5,4,3,4,2,5,5,0,0,1,1,1,1
20,1,583,2,2,2,3,5,2,5,5,4,1,4,2,4,5,0,0,1,0,1,0
64,1,836,2,3,2,3,5,2,2,1,1,2,1,3,1,3,13,18,0,1,0,0
43,3,468,2,4,4,4,3,3,2,2,2,2,2,1,2,4,0,10,0,1,1,0
61,1,329,5,5,5,5,5,5,5,5,5,1,4,5,2,5,165,162,1,1,1,1
30,3,2586,4,4,4,4,4,4,4,4,3,3,5,4,4,4,26,3,1,1,1,1
13,1,101,3,4,3,5,4,3,4,4,5,5,4,5,5,4,0,0,1,1,0,0
51,1,532,5,5,5,5,5,5,5,5,1,2,3,4,1,5,0,0,1,1,1,1
55,1,488,1,5,5,5,1,4,4,1,1,1,1,3,1,3,77,70,0,1,1,0
44,3,2059,3,3,3,3,2,4,5,5,5,5,5,4,5,4,4,20,1,1,1,1
36,1,239,5,2,2,2,5,5,5,5,3,2,5,3,1,5,19,0,1,1,1,1
39,3,1554,2,4,3,4,3,2,3,2,2,2,2,3,2,3,78,93,0,1,1,0
52,3,3195,1,1,1,1,5,4,3,4,4,4,4,4,4,2,32,23,0,1,1,1
15,1,1342,2,3,2,1,3,2,3,3,4,3,4,4,5,3,38,28,1,1,0,0
29,3,853,2,2,2,3,1,2,1,1,2,5,3,3,3,1,0,10,0,0,1,0
32,3,821,4,4,4,4,5,4,5,5,2,5,4,2,3,5,0,0,0,1,0,1
58,3,725,2,2,2,2,4,5,5,4,4,5,4,3,4,4,39,32,1,1,1,1
28,1,1020,1,4,4,4,1,2,1,1,2,5,3,3,3,1,0,0,1,1,1,0
53,1,588,3,2,3,3,3,4,3,1,1,3,1,4,1,3,0,0,0,1,0,0
22,3,397,4,5,1,1,4,4,4,4,3,4,3,1,4,4,21,9,0,1,1,0
42,3,1846,1,2,2,2,5,2,3,1,1,1,1,2,1,4,0,0,0,1,1,0
7,1,1258,3,4,3,3,4,3,4,4,4,4,3,5,5,4,0,0,1,1,0,0
43,3,867,4,4,4,4,4,5,5,5,5,5,5,5,5,4,7,6,0,1,1,1
49,3,2526,3,3,3,3,5,5,4,4,4,4,4,4,4,4,0,0,0,1,1,1
33,3,547,1,1,1,1,4,4,4,4,4,5,4,5,5,4,0,5,1,1,1,1
30,3,641,2,2,2,4,1,2,1,1,4,2,5,4,4,1,0,0,0,0,1,0
26,1,789,1,0,0,5,2,0,2,2,5,5,1,5,2,2,0,0,0,0,1,0
40,1,413,1,0,1,1,5,1,1,5,3,2,2,2,1,5,0,0,1,0,1,0
11,2,209,3,2,3,2,5,3,5,5,4,1,2,1,2,5,18,2,0,1,0,0
36,3,429,3,3,3,3,5,4,5,4,4,4,4,5,4,1,23,19,1,1,1,1
30,2,733,2,1,3,1,2,2,2,2,2,4,4,4,4,2,0,0,1,1,1,0
42,3,3339,2,2,2,2,3,4,5,5,5,5,5,4,5,4,13,9,0,1,1,1
55,1,1249,3,3,3,3,2,3,2,2,4,5,2,3,2,2,2,0,1,0,1,0
41,3,1214,5,5,5,3,1,5,1,1,4,4,4,5,5,1,0,0,1,0,1,1
56,1,366,3,4,3,4,4,3,4,4,5,2,3,2,3,4,0,0,1,1,0,0
41,1,1190,2,4,4,4,2,2,2,2,4,1,5,1,3,2,0,0,0,1,1,1
11,1,1598,2,3,2,3,2,2,2,2,3,2,3,3,4,2,3,0,0,1,0,0
52,1,89,4,4,4,3,4,5,5,5,5,4,4,3,5,5,0,0,0,1,0,1
50,3,2753,5,5,5,5,5,5,4,4,4,4,4,4,4,4,3,2,1,1,1,1
59,1,692,5,1,1,1,5,2,3,5,5,5,5,5,5,5,4,17,0,1,1,1
44,1,109,5,1,1,1,5,5,5,5,5,2,4,5,5,5,5,42,1,1,1,1
46,3,2736,3,3,3,3,5,4,4,5,5,5,5,5,5,5,0,0,1,1,1,1
21,1,1108,3,3,3,2,3,4,4,5,4,3,5,4,1,4,0,0,0,0,1,0
56,1,597,2,5,2,3,4,2,4,4,1,5,4,4,4,4,0,0,0,0,1,0
47,3,507,2,2,2,2,5,4,5,4,4,4,4,4,4,3,0,1,0,1,1,1
33,3,2367,3,3,3,3,3,2,2,3,3,3,3,4,3,3,0,15,0,1,1,0
49,3,2956,2,2,2,2,5,5,5,4,4,5,5,5,3,5,189,165,1,1,1,1
63,1,581,2,5,2,5,4,5,5,1,1,2,1,4,1,3,59,46,0,1,0,0
60,2,223,1,3,0,3,4,3,3,3,3,0,3,1,3,4,31,46,0,1,0,0
66,1,224,1,1,1,1,1,1,1,1,1,3,4,4,3,1,0,0,1,1,1,0
57,1,628,2,5,2,3,5,2,5,5,3,5,4,5,4,5,6,6,1,1,0,0
45,1,667,1,2,3,2,1,1,1,1,3,2,4,2,3,1,24,11,1,1,1,0
16,1,561,4,3,4,2,1,4,1,1,5,4,4,3,1,1,0,6,1,1,0,0
53,3,1532,2,3,3,3,1,4,4,3,3,3,2,4,3,1,0,14,1,1,1,0
25,3,1404,0,0,0,3,1,0,1,1,5,2,5,4,4,1,0,0,1,0,1,1
19,1,576,2,4,2,3,4,2,4,4,1,1,4,3,4,4,0,11,1,0,1,0
57,3,483,3,3,3,3,3,5,2,4,4,4,4,5,4,1,0,0,1,1,1,1
24,3,695,2,2,3,2,4,4,4,4,2,2,1,3,5,4,0,6,1,1,1,1
58,3,3629,2,2,2,2,3,5,5,4,4,4,4,4,4,4,0,0,0,1,1,1
23,3,3917,3,3,3,3,5,5,5,5,5,1,4,2,1,5,0,0,0,1,1,1
57,1,125,4,1,4,2,5,3,3,4,4,4,4,3,4,2,0,0,0,1,0,0
40,1,1635,1,4,2,3,1,2,1,1,4,3,4,5,5,1,45,28,0,1,0,0
55,3,683,4,4,2,4,2,4,4,4,4,5,4,3,4,5,9,86,1,1,1,1
39,3,936,2,2,2,2,5,4,4,5,5,5,5,5,5,3,0,0,0,1,1,1
30,2,472,2,4,2,5,2,2,4,2,3,2,5,3,5,2,45,42,1,1,0,0
53,1,639,1,4,1,2,3,1,3,3,5,3,4,5,5,3,5,0,1,1,0,0
15,2,308,1,5,1,5,3,1,3,3,4,5,5,5,5,3,0,0,0,1,0,0
20,1,1849,2,2,2,4,2,2,2,2,1,1,3,3,4,2,10,13,0,0,1,0
36,1,1065,2,3,3,3,2,2,2,2,1,3,3,2,3,2,0,0,1,1,1,0
48,1,576,4,4,4,3,5,4,5,5,5,4,5,4,5,4,0,0,0,1,0,0
50,1,689,2,5,2,3,1,2,1,1,4,3,4,4,5,1,0,0,1,1,0,0
33,3,409,2,4,2,4,2,2,2,2,4,5,4,1,3,2,0,0,1,1,1,0
37,1,265,2,2,2,4,5,2,5,5,1,3,4,4,3,5,0,0,1,0,1,0
32,1,1092,0,0,0,3,1,0,1,1,3,1,1,1,2,1,0,0,1,1,1,1
24,1,948,1,1,1,3,2,1,4,2,5,3,4,4,5,2,20,0,1,0,1,0
27,3,3984,2,2,2,2,5,5,5,5,4,2,5,3,5,5,0,0,0,1,1,1
40,3,1899,0,0,0,4,5,4,4,5,5,5,5,4,5,5,2,0,1,1,1,1
36,1,362,2,4,2,3,3,2,3,3,3,5,4,3,5,3,0,16,1,1,0,0
11,1,543,2,5,2,4,3,2,1,3,4,2,4,4,5,3,40,29,0,1,0,0
58,1,1009,2,5,2,4,4,2,2,4,5,5,2,1,1,4,0,0,1,1,0,0
15,2,2075,3,5,3,3,5,3,5,5,3,2,4,3,5,5,2,0,0,1,0,0
32,3,846,3,4,3,3,3,3,3,3,2,5,4,1,1,3,24,27,1,1,0,0
45,3,3914,1,1,1,1,3,5,5,4,4,5,4,3,4,3,0,0,0,1,1,1
28,3,1620,4,4,4,4,3,3,3,3,3,5,5,4,4,3,0,0,1,1,1,1
39,3,3755,3,3,3,3,5,5,5,5,5,5,1,5,5,5,151,150,1,1,1,1
29,3,189,2,2,2,2,2,2,2,2,5,4,4,4,5,2,34,25,0,0,1,0
33,3,3240,1,1,1,1,4,4,5,5,5,5,5,3,5,4,0,0,0,1,1,1
47,1,674,5,5,5,2,5,4,4,2,2,5,2,5,2,3,8,1,0,1,0,1
27,3,229,2,2,2,1,4,2,4,4,1,3,1,5,1,4,0,0,1,0,1,0
50,2,1046,1,1,1,4,2,1,2,2,4,1,3,1,4,2,10,8,0,0,1,0
54,3,1947,3,4,3,3,4,4,5,4,4,4,4,5,4,3,0,0,0,1,1,1
68,1,1020,2,2,2,2,3,2,3,3,3,2,2,1,2,3,5,5,1,1,0,0
22,1,221,4,4,4,4,4,4,4,4,2,3,5,3,2,4,0,0,0,1,1,1
11,1,312,2,4,2,3,2,2,1,2,5,5,4,4,4,2,0,0,1,1,0,0
51,1,1069,2,5,2,1,2,2,2,3,2,4,5,2,5,2,496,470,0,1,0,0
42,3,3828,2,2,2,2,4,5,5,4,4,4,4,3,4,3,0,0,0,1,1,1
50,3,3433,1,1,4,1,3,3,3,5,5,5,4,2,5,3,3,0,0,1,1,1
35,2,216,3,1,1,1,3,3,3,3,1,3,3,4,1,3,0,0,1,1,1,1
45,1,697,3,4,3,3,5,3,4,5,5,3,5,4,5,2,1,7,0,1,0,0
55,3,2235,2,2,2,2,2,5,5,5,5,5,5,5,5,4,0,0,1,1,1,1
51,3,457,4,5,4,5,1,4,4,4,4,4,4,4,4,3,0,0,1,1,1,0
42,1,602,1,2,2,2,3,3,4,1,1,1,1,3,1,3,28,6,0,1,1,0
47,3,967,1,1,1,1,3,4,5,3,3,4,3,4,3,4,0,0,0,1,1,1
23,3,3012,1,4,4,4,1,1,1,1,1,4,2,3,2,1,24,15,0,1,1,0
52,1,639,4,4,4,3,2,4,2,2,4,4,4,5,5,2,8,36,1,1,0,0
19,1,782,1,5,1,5,4,1,4,4,3,3,5,3,5,4,0,0,1,1,0,0
54,1,319,4,3,4,1,3,2,2,2,2,4,2,3,2,4,3,0,0,1,0,0
12,3,3326,1,1,1,1,4,4,4,4,5,5,5,4,4,4,4,0,0,1,1,1
54,3,1866,0,0,0,3,3,4,5,4,4,1,1,5,4,3,6,0,1,1,1,1
68,2,651,2,5,2,3,1,2,1,1,3,1,2,4,4,1,89,92,1,1,0,0
46,1,562,1,3,1,2,1,1,1,4,1,3,3,1,2,1,145,138,1,1,0,0
27,1,153,3,2,3,4,3,3,3,3,4,1,3,2,3,3,0,0,1,0,1,0
29,1,416,4,5,3,4,4,3,3,4,2,2,4,3,2,4,0,0,1,1,0,0
60,1,1546,3,1,3,3,2,3,2,2,2,5,2,1,4,2,2,16,1,1,0,0
56,3,1547,4,4,4,4,2,4,5,4,4,4,4,3,4,5,0,0,1,1,1,1
30,3,3720,2,1,1,1,2,3,2,2,2,4,3,3,4,2,27,12,0,1,1,0
44,3,1521,4,2,2,2,1,3,3,4,4,4,4,4,4,4,0,0,0,1,1,0
61,3,3850,5,5,3,5,3,5,4,5,5,5,5,4,5,3,3,0,0,1,1,1
37,3,2681,5,5,2,5,4,4,5,4,4,4,4,4,4,4,0,0,0,1,1,1
35,1,395,1,4,1,1,4,1,2,4,5,4,5,3,5,4,23,33,1,1,0,0
33,2,408,3,5,5,2,2,5,2,2,5,2,5,3,5,2,2,0,1,1,0,0
11,1,2475,4,2,4,3,4,5,3,3,2,4,3,3,3,3,0,0,0,1,0,1
31,3,1546,2,2,2,2,3,3,3,3,5,5,4,5,4,3,9,2,0,1,1,1
12,3,2807,3,3,3,3,4,4,4,4,4,3,5,4,4,4,0,0,1,1,1,1
58,3,651,4,4,4,4,2,5,5,4,4,4,4,3,4,3,21,23,1,1,1,1
51,3,404,4,4,4,4,5,4,4,4,4,5,4,5,4,4,72,76,0,1,1,1
21,1,121,2,0,2,2,5,2,1,5,5,1,5,3,2,5,0,0,1,0,1,0
51,2,1844,2,1,2,3,1,2,2,1,4,2,3,4,3,1,16,24,1,1,0,0
60,2,404,2,4,2,1,2,5,5,1,1,2,5,4,1,3,77,108,0,1,0,0
23,1,954,5,3,3,3,5,4,3,5,1,3,1,2,2,5,19,18,0,1,1,1
47,1,1304,2,5,2,3,3,4,5,5,5,2,5,3,5,5,0,0,0,1,0,0
54,3,2370,1,1,1,1,5,5,4,4,4,4,4,5,4,5,0,0,0,1,1,1
29,3,1590,4,4,4,3,3,4,3,3,3,2,4,5,4,3,0,0,1,0,1,1
67,1,1670,3,2,3,3,4,3,3,4,2,3,3,3,3,4,8,5,1,1,0,0
27,3,2677,2,2,2,2,5,5,5,5,5,3,4,5,4,5,33,0,1,1,1,1
44,1,957,1,1,1,1,1,1,1,1,4,3,3,1,4,1,0,0,1,1,1,0
47,2,1874,5,5,5,5,5,5,5,5,2,3,4,5,2,5,20,3,1,1,1,1
32,2,503,4,2,2,2,4,4,4,1,1,4,3,4,1,4,266,270,1,1,1,0
25,1,580,3,3,3,4,4,3,4,4,4,4,3,3,4,4,0,0,1,0,1,0
41,3,507,3,1,1,1,3,3,2,3,3,3,3,3,3,4,0,0,1,1,1,0
52,3,3345,5,5,5,5,2,4,4,4,4,4,4,4,4,3,5,5,0,1,1,1
67,1,287,3,5,3,1,5,3,5,5,4,4,4,4,4,5,0,0,1,1,0,0
44,1,547,3,5,3,3,1,3,1,1,1,4,1,2,2,1,28,31,1,1,0,0
42,1,198,1,4,1,4,4,4,5,4,4,1,4,3,4,3,0,0,0,1,0,0
50,1,641,1,5,1,2,4,4,4,2,2,1,2,5,2,5,0,0,0,1,0,0
53,3,2096,2,2,2,2,5,5,5,4,4,5,4,4,4,3,0,10,1,1,1,1
50,3,3938,4,4,4,4,2,4,5,3,3,4,3,3,3,3,55,49,1,1,1,1
28,1,522,1,5,1,1,3,1,3,3,5,2,5,3,4,3,0,0,1,1,0,0
44,3,1788,3,3,3,3,3,3,4,5,5,5,5,5,5,5,0,0,0,1,1,1
50,3,3845,5,5,5,5,5,5,5,3,1,4,5,5,1,5,0,3,0,1,1,1
29,3,1389,2,2,2,3,3,2,2,3,3,4,4,5,5,3,5,4,1,0,1,0
44,3,594,4,5,5,2,1,3,4,4,4,5,4,3,4,4,37,37,1,1,0,0
45,1,296,3,5,5,5,2,4,4,3,3,3,3,3,3,1,9,0,0,1,1,0
45,3,2374,2,2,2,2,2,5,4,4,4,4,4,3,4,5,0,0,1,1,1,1
56,3,1581,1,1,1,1,3,4,4,5,5,5,5,3,5,4,9,6,1,1,1,1
25,3,1521,5,5,5,3,5,4,4,5,4,5,4,4,5,4,315,302,0,0,1,1
56,3,2480,2,2,4,2,5,5,5,4,4,4,5,3,4,4,46,34,0,1,1,1
51,3,2263,4,4,4,4,3,4,4,4,4,4,4,3,4,3,0,0,0,1,1,1
70,1,868,1,2,1,2,2,1,1,5,5,1,5,2,5,1,34,20,0,1,0,0
30,1,679,3,3,3,4,2,3,2,2,4,1,4,4,3,2,8,0,0,0,1,0
34,1,861,2,4,2,2,3,2,5,3,3,3,5,5,4,3,2,3,0,1,0,0
70,2,888,2,1,2,3,3,2,3,3,3,1,3,4,3,3,0,0,1,1,0,0
52,3,3247,1,1,1,1,5,4,4,5,5,5,4,3,5,5,0,0,1,1,1,1
27,1,712,3,3,3,3,3,3,3,3,4,4,3,1,3,3,0,0,0,0,1,0
21,3,1452,2,2,2,2,3,4,3,3,3,4,5,3,4,3,54,38,1,1,1,1
29,2,351,5,5,5,1,4,5,4,4,3,3,4,5,5,4,0,0,0,1,0,1
39,3,140,4,4,4,3,4,4,2,4,3,4,4,4,4,4,0,7,1,0,1,1
50,3,3720,1,1,1,1,2,5,4,4,4,4,4,3,4,5,95,93,0,1,1,1
38,3,1121,4,4,4,4,3,4,3,3,3,4,4,3,4,3,5,0,1,0,1,1
37,1,101,3,3,3,3,3,3,3,3,3,1,5,3,4,3,0,0,1,1,1,1
51,1,1475,3,5,3,3,3,3,3,3,5,2,4,4,4,3,0,4,1,1,0,0
18,1,946,3,5,3,2,3,3,3,3,4,5,1,3,2,3,3,0,1,1,0,0
45,1,1744,3,4,3,4,4,3,4,4,1,5,4,2,3,4,43,52,1,1,1,0
33,1,483,3,0,3,1,5,3,5,5,5,5,4,3,4,5,96,92,0,1,0,0
51,3,3269,1,1,4,1,4,4,5,4,4,5,4,2,4,2,0,0,1,1,1,1
37,2,383,4,2,2,2,4,4,4,4,4,2,5,5,1,4,0,0,0,1,1,1
36,3,3341,3,2,2,2,2,4,3,3,3,3,3,4,3,2,0,0,0,1,1,0
42,1,236,4,1,4,2,2,2,2,1,1,4,1,2,1,2,3,2,0,1,0,1
56,3,447,2,2,2,2,4,5,5,5,5,5,5,4,5,3,0,0,0,1,1,1
57,3,2486,2,2,2,2,3,4,4,4,4,4,4,4,4,4,8,0,1,1,1,1
54,1,1605,5,2,5,3,4,2,3,4,4,5,3,3,4,2,2,0,0,1,0,1
27,3,259,5,5,5,4,3,5,3,3,4,2,4,3,5,3,53,45,1,0,1,1
27,1,896,3,3,3,3,5,3,2,5,2,5,5,3,2,5,0,0,0,0,1,0
23,1,1590,3,4,3,1,2,3,2,2,3,2,5,3,5,2,14,24,0,1,0,0
