Inflight wifi service,Online boarding,Age,Flight Distance,Baggage handling,Checkin service,Loyal Customer,Seat comfort,Business Travel,Inflight entertainment
2,2,67,1635,5,5,1,4,0,4
1,1,78,453,3,4,0,2,1,2
3,3,16,409,4,2,0,4,1,4
2,4,48,262,3,3,1,3,0,3
1,2,40,3085,1,2,1,2,1,1
1,1,12,391,5,3,1,4,0,4
4,3,40,300,2,2,0,4,1,4
2,2,60,628,4,1,1,2,0,4
2,2,31,1916,4,4,1,2,1,2
2,3,38,453,4,5,0,2,1,2
2,5,59,2060,4,5,1,4,1,4
1,5,16,651,5,5,0,5,1,4
1,0,39,797,4,5,0,3,1,2
3,5,47,315,1,2,1,4,0,1
2,1,29,748,3,2,1,2,1,2
3,3,24,257,3,4,1,4,1,3
5,4,40,3911,4,4,1,4,1,3
2,3,36,2367,4,3,1,3,0,3
2,5,49,929,3,5,1,5,0,3
1,4,45,2987,4,5,1,4,1,5
2,3,69,1560,2,1,1,4,1,2
2,5,53,1660,5,3,1,4,1,5
4,4,21,898,5,4,0,2,1,1
2,2,32,331,1,4,1,3,0,3
2,2,17,819,1,1,1,3,0,3
1,4,41,253,2,1,1,4,0,2
1,1,33,819,3,2,1,1,0,1
4,4,72,395,2,3,1,3,1,3
3,3,45,2182,4,3,1,5,0,5
5,4,42,594,5,4,1,2,1,5
4,3,58,1609,4,4,1,4,1,4
1,5,30,2329,4,3,1,5,1,5
1,4,57,2420,5,5,1,5,1,5
0,5,51,3985,5,4,1,4,1,5
1,5,60,564,4,4,1,5,1,4
3,3,32,859,4,2,1,3,1,3
3,3,42,376,4,3,0,5,1,5
2,2,38,191,2,1,0,1,1,1
0,0,24,569,4,4,0,1,1,4
2,2,47,577,2,1,1,3,1,2
2,2,40,1120,4,4,1,2,0,2
2,2,26,1089,4,3,1,2,1,2
5,3,44,156,4,3,1,4,1,5
5,5,61,788,5,4,1,3,1,5
5,1,47,1782,4,1,1,4,1,4
3,3,19,948,3,5,1,4,0,5
1,1,10,349,5,3,1,5,0,5
1,1,30,647,3,4,1,1,1,1
2,2,22,1136,4,1,0,3,1,3
5,4,49,1747,3,4,1,5,1,3
4,4,35,895,2,4,1,3,0,3
2,2,37,2984,2,2,1,1,1,3
3,2,21,802,1,2,0,3,1,3
3,3,62,744,3,3,1,1,0,4
3,4,61,509,1,4,1,4,0,1
1,5,60,3243,4,4,1,4,1,4
2,4,53,1482,2,4,1,4,1,2
4,3,55,680,4,5,1,1,1,4
4,4,45,1827,4,4,1,5,1,4
1,1,12,1068,5,5,1,4,0,4
1,4,41,442,3,5,1,4,1,3
1,1,20,562,3,1,1,5,0,2
5,4,57,1922,4,4,1,4,1,4
5,4,49,3276,4,4,1,4,1,4
2,2,46,432,4,1,1,2,1,2
1,1,42,1788,4,4,0,4,1,3
2,4,22,3784,4,4,0,4,1,3
2,3,43,2586,2,4,1,3,1,2
2,2,33,722,5,5,0,4,1,4
2,2,17,1698,3,3,1,1,0,1
3,3,29,977,4,3,0,4,1,4
3,5,36,2178,5,5,1,2,1,5
2,4,54,1355,4,3,1,3,0,4
1,3,38,387,3,3,1,5,1,3
2,2,43,106,2,2,0,5,1,5
1,4,34,1696,5,3,1,5,1,5
5,4,58,731,3,3,1,4,1,3
3,3,50,1979,5,4,1,5,0,5
1,4,36,522,4,5,1,5,0,5
2,2,12,946,2,5,1,1,0,1
4,4,59,1961,5,3,1,4,1,5
2,2,70,949,4,1,1,2,0,2
1,3,53,1624,2,3,1,3,1,2
5,5,44,1120,4,4,0,5,1,5
3,3,50,1448,3,4,1,5,0,4
5,5,50,408,5,4,1,5,1,5
5,5,56,207,1,1,1,5,1,5
1,1,30,320,4,1,1,2,0,2
2,3,44,373,3,3,1,4,0,3
3,3,23,612,5,2,0,2,1,2
4,5,53,3690,4,5,1,4,1,4
1,4,42,3612,4,5,1,5,1,4
0,0,23,764,2,1,0,5,1,5
1,5,30,588,2,5,0,5,1,2
2,4,41,240,4,4,1,5,1,4
5,5,20,192,4,4,0,5,1,5
4,4,23,255,4,4,0,2,1,2
4,4,50,451,4,3,1,3,1,4
4,4,32,731,5,5,0,5,1,5
3,4,60,2360,4,4,1,5,1,4
3,5,36,3237,5,3,1,4,1,5
4,4,36,163,5,5,1,3,0,3
3,5,54,3519,5,3,1,5,1,5
3,3,46,868,5,3,0,2,1,5
4,4,27,1620,3,4,1,4,1,4
3,5,29,853,4,3,1,5,1,5
1,1,49,541,5,3,1,4,0,4
3,3,60,296,3,4,1,4,1,3
1,1,50,283,4,2,1,2,0,4
0,0,25,1384,2,5,1,1,1,3
5,4,64,268,5,4,1,2,1,5
1,1,37,993,2,4,1,1,0,1
1,1,60,529,5,5,1,2,0,2
2,2,27,2586,5,2,1,2,1,3
1,5,34,187,4,5,1,5,1,4
4,4,12,453,4,5,1,5,0,5
3,3,25,319,5,5,1,2,0,2
5,4,45,1768,5,4,1,5,1,5
5,4,32,2053,5,3,1,4,1,4
3,3,47,181,5,3,1,1,0,5
1,1,39,1197,5,4,1,3,0,4
3,4,33,460,5,4,1,3,1,3
4,4,53,361,4,3,1,5,1,4
4,4,8,756,4,5,1,2,0,5
4,4,42,589,2,3,1,5,0,2
2,5,70,188,4,5,1,5,0,4
1,5,34,3012,4,4,1,4,1,4
2,2,22,735,4,3,1,2,0,2
4,4,56,3107,5,3,1,4,1,5
3,3,25,954,2,4,0,3,1,3
1,0,42,689,3,4,1,1,0,1
5,4,57,3510,4,1,1,5,1,4
1,1,62,145,3,1,1,4,0,4
5,3,30,1312,4,3,1,3,1,3
3,3,31,1217,3,4,1,3,1,3
2,1,27,460,2,2,0,4,1,4
1,4,45,859,2,3,1,5,1,2
0,0,23,337,5,5,0,4,1,5
2,4,66,228,4,3,1,4,0,4
1,0,16,237,5,4,1,4,0,4
3,3,64,446,4,4,1,4,0,4
4,5,50,337,5,5,1,4,1,5
3,3,52,3660,3,1,1,3,1,3
5,5,51,3568,4,3,1,4,1,4
5,5,37,170,1,4,1,5,1,5
3,3,31,1592,3,3,1,3,1,3
3,2,50,2303,3,2,1,3,1,3
3,3,21,2614,5,4,1,4,0,4
5,5,31,708,1,3,1,5,1,5
2,3,51,802,3,1,1,4,0,3
3,2,43,1167,5,1,1,3,1,5
1,3,51,2577,4,5,1,5,1,4
1,1,69,590,4,2,1,1,0,1
2,1,29,600,4,3,0,4,1,4
3,3,25,594,4,4,0,3,1,3
2,2,27,643,3,1,0,3,1,3
3,4,44,799,3,2,1,4,1,3
3,3,9,201,2,2,1,2,0,4
2,2,55,3375,2,4,1,2,1,4
2,2,26,122,3,4,0,4,1,4
4,4,57,3082,4,5,1,4,1,4
1,5,65,413,4,3,1,5,0,4
5,5,31,101,5,2,1,5,1,5
3,3,23,1303,4,3,0,1,1,4
3,5,38,1888,4,5,1,4,1,4
3,3,42,236,4,4,0,5,1,4
1,1,78,317,4,3,1,1,1,1
3,3,17,680,4,4,1,2,0,2
2,5,45,957,5,3,1,5,1,5
1,1,43,89,4,3,0,1,1,1
4,1,44,715,4,1,1,2,1,4
3,3,44,1670,4,2,0,5,1,5
3,3,14,177,3,2,1,2,0,2
1,3,47,134,1,2,1,3,0,5
2,2,42,774,4,2,0,5,1,5
3,3,28,2252,4,3,1,3,1,3
4,4,20,311,4,1,0,5,1,2
5,5,24,986,5,1,0,5,1,3
1,2,20,346,5,2,0,4,1,4
3,3,24,1068,3,4,0,2,1,2
4,0,39,250,4,4,1,1,0,1
4,4,20,486,4,5,0,3,1,3
3,3,17,134,2,1,0,5,1,5
2,3,52,1726,5,5,1,5,1,5
3,3,10,342,2,1,1,2,0,2
3,4,39,2475,5,5,1,5,1,5
1,3,46,337,1,3,1,3,1,1
5,5,46,3924,4,4,1,4,1,4
3,3,50,255,3,1,1,4,1,4
2,3,37,3793,2,3,1,3,1,2
3,4,53,693,5,4,1,5,0,5
3,4,57,2610,4,5,1,5,1,4
3,2,37,140,3,4,1,3,1,3
2,2,26,631,4,3,1,2,0,2
4,4,38,425,3,4,0,4,1,4
2,2,35,226,3,2,0,1,1,1
5,4,46,3278,4,3,1,4,1,4
3,3,42,151,4,2,1,3,1,4
4,4,67,1182,2,4,1,5,0,2
4,5,62,3673,4,2,1,1,1,4
3,4,38,758,5,1,1,5,1,5
4,5,58,2131,5,3,1,4,1,5
3,3,38,528,5,4,1,3,1,3
5,5,11,601,4,5,0,1,1,1
2,2,35,2000,5,2,1,2,1,5
5,5,40,1924,5,5,1,5,1,5
1,1,26,1979,2,4,0,4,1,4
5,5,30,2885,5,4,1,5,1,5
4,4,51,2392,4,1,1,3,1,4
4,2,67,369,3,3,1,5,0,3
3,3,35,731,5,2,0,1,1,1
1,0,57,642,5,4,1,4,0,4
4,3,33,1874,4,3,1,2,1,2
2,2,32,859,4,5,1,2,0,2
3,3,53,140,3,4,1,4,0,4
3,0,56,130,5,3,1,3,0,3
4,5,45,899,4,3,1,4,1,4
2,2,40,787,4,3,1,4,0,4
3,3,35,2218,4,4,1,3,1,3
4,4,24,584,5,3,0,4,1,3
3,5,64,192,1,4,1,4,0,1
1,5,10,2588,2,5,0,5,1,2
3,3,25,500,4,4,1,3,1,3
2,2,52,585,5,5,0,2,1,2
5,5,34,283,5,4,1,1,0,1
2,3,34,2588,4,4,1,4,0,5
2,2,54,2072,4,1,1,2,1,2
2,2,31,483,4,1,1,2,1,2
2,3,56,1096,2,4,1,3,1,2
4,3,53,2387,4,4,1,3,1,1
4,4,20,2628,5,4,1,4,1,4
2,2,36,604,3,1,1,3,0,3
2,2,29,925,2,1,1,4,0,4
3,3,25,781,3,4,1,3,0,3
5,5,26,1835,2,3,1,5,1,5
0,0,22,749,4,4,1,4,1,4
3,3,48,846,1,2,0,3,1,3
1,3,38,1522,1,3,1,4,1,1
2,2,25,287,4,2,0,1,1,1
2,2,62,757,3,2,1,2,1,2
4,5,25,2977,5,4,1,5,1,5
4,4,51,404,1,5,1,4,1,4
1,1,20,502,4,5,0,2,1,2
2,2,37,586,5,4,0,1,1,1
2,2,17,481,5,5,1,2,0,2
2,3,53,1167,2,2,1,4,1,2
3,3,43,1004,2,2,0,3,1,3
1,4,30,1620,3,3,1,5,1,5
3,3,36,416,1,5,0,3,1,3
3,3,33,1096,4,4,1,2,0,2
4,4,32,760,3,3,1,2,0,2
1,4,54,1824,1,1,1,4,1,1
2,2,62,315,4,5,1,4,0,4
4,1,45,2306,5,3,1,1,1,5
4,4,34,1898,4,4,1,5,1,4
3,3,46,319,5,3,1,2,0,2
5,4,59,226,4,5,1,5,1,4
2,4,45,201,5,4,1,3,0,2
3,5,37,2547,4,4,1,4,1,5
3,4,36,2537,3,4,1,3,0,3
3,3,27,1744,5,4,1,4,0,3
5,5,35,1092,3,4,1,5,1,5
1,4,54,2296,2,3,1,4,1,2
2,2,58,1504,3,3,1,2,1,2
4,5,23,1787,2,5,1,5,1,5
4,5,39,3784,5,4,1,4,1,5
4,5,20,1133,3,3,1,4,0,4
2,2,9,589,4,4,1,3,0,3
1,1,35,1138,4,5,1,5,0,5
3,2,49,438,3,3,1,4,1,3
5,5,39,3203,3,5,1,4,1,3
4,4,27,1825,3,4,1,4,1,4
4,4,43,306,2,1,1,4,1,4
2,3,33,200,4,3,1,1,1,5
2,2,24,748,3,5,0,1,1,1
2,2,35,448,3,4,1,5,0,5
3,3,33,328,4,5,0,1,1,5
4,4,36,196,3,2,1,4,1,4
4,5,37,500,4,4,1,5,0,5
5,5,24,1167,3,5,0,3,1,3
2,2,59,337,5,4,1,4,0,4
2,3,54,479,4,4,1,2,0,4
3,3,59,127,4,3,1,1,0,1
4,4,33,153,4,3,1,4,1,4
3,1,44,250,3,3,1,2,1,3
2,2,16,236,4,4,1,4,0,4
2,2,22,300,1,4,0,4,1,4
2,4,44,2475,4,5,1,5,1,4
1,5,60,526,4,4,1,1,1,4
2,3,25,874,4,3,0,3,1,3
1,5,49,432,5,4,1,5,1,5
2,4,42,1399,4,3,1,4,1,4
1,3,32,3826,4,5,1,3,1,3
2,0,15,173,5,4,1,4,0,4
4,3,16,307,4,3,1,3,0,3
4,4,49,683,4,4,1,4,1,4
1,1,54,570,5,5,1,1,0,1
1,1,42,986,5,5,1,1,0,1
3,3,28,3151,3,1,1,3,1,3
2,2,34,746,3,2,0,4,1,4
4,3,69,1814,2,3,1,4,0,2
5,5,37,989,3,4,1,5,1,5
5,5,64,533,3,4,1,3,0,3
3,3,21,528,3,3,1,4,0,4
1,3,57,2367,2,5,1,5,1,2
4,4,21,523,5,3,1,4,0,4
1,1,25,507,4,5,1,3,0,3
4,4,33,2565,3,3,0,3,1,3
5,4,55,174,5,2,1,3,1,5
4,2,42,983,5,2,1,2,1,5
0,4,34,2550,2,5,1,5,1,2
3,4,46,762,5,3,1,5,1,5
3,3,40,224,4,3,1,2,0,2
0,0,29,591,5,3,0,3,1,3
3,4,67,1437,4,4,1,4,0,4
1,5,22,3039,4,1,1,5,1,5
4,4,21,1190,3,3,1,1,0,1
3,3,25,344,3,3,1,3,1,3
3,3,36,338,4,5,0,3,1,3
3,3,32,1616,1,2,1,3,1,3
4,4,41,325,4,3,0,1,1,3
2,2,64,1671,2,5,1,3,0,3
5,5,42,2288,5,4,1,4,1,5
1,1,23,370,4,4,0,5,1,5
1,4,42,301,3,3,1,5,0,3
2,3,41,2077,5,3,1,5,1,5
1,4,25,1917,3,4,1,4,1,4
3,3,70,495,4,4,1,5,0,5
1,4,70,1085,5,5,1,5,0,5
5,5,59,1768,4,3,1,4,1,4
4,2,35,2907,4,4,1,2,1,4
3,3,8,1825,3,4,1,2,0,4
3,3,57,1590,2,3,1,5,0,5
2,2,39,270,4,3,0,1,1,1
2,1,41,895,5,3,1,3,0,3
3,2,40,1379,3,4,1,3,1,3
3,3,18,125,5,2,1,3,0,3
1,1,25,1048,4,3,1,2,0,2
3,5,15,2569,2,1,1,5,1,5
4,1,47,369,4,3,1,1,1,4
3,3,53,361,3,4,1,3,1,3
2,2,25,896,4,3,0,2,1,1
2,5,31,3949,3,3,1,4,1,5
4,4,23,200,3,1,1,4,0,5
5,5,13,969,3,4,0,4,1,4
3,1,64,473,3,4,1,3,0,3
4,4,41,3972,3,3,1,5,1,3
2,3,28,3989,4,4,1,2,1,3
3,5,51,2974,4,3,1,4,1,4
4,4,46,200,2,2,1,5,0,5
4,3,34,1399,5,3,1,1,0,5
4,4,23,421,4,1,1,1,1,4
4,1,57,649,4,5,1,3,1,4
3,3,28,2845,2,1,0,2,1,4
3,5,51,539,5,5,1,3,1,5
2,2,23,1340,3,4,1,3,0,3
5,4,59,239,5,4,1,5,1,5
2,2,15,578,4,4,1,3,0,3
3,4,21,502,4,3,0,2,1,2
2,4,43,3150,5,3,1,5,1,4
5,3,56,3609,5,5,1,5,1,5
3,3,16,423,2,1,1,1,0,1
2,2,22,1300,3,3,0,3,1,3
3,3,26,631,4,5,0,2,1,2
5,5,40,588,3,3,1,5,1,5
3,3,19,430,5,3,1,2,0,2
3,3,22,1703,2,2,0,2,1,2
4,4,49,250,4,4,0,3,1,3
0,5,59,3790,4,4,1,5,1,4
4,4,31,2907,5,5,1,4,1,4
3,4,41,1927,4,5,1,4,1,4
1,1,45,448,4,1,1,1,1,4
4,4,48,631,4,4,1,5,0,5
3,5,53,2475,5,5,1,4,1,5
4,4,24,334,5,4,0,4,1,4
3,3,32,283,4,3,0,5,1,3
3,3,30,2586,2,2,1,3,1,3
3,2,36,177,1,3,0,4,1,5
4,4,51,109,4,3,1,1,1,4
4,3,26,1065,4,4,1,3,1,3
2,4,50,1399,1,4,1,4,0,1
2,4,49,259,5,3,1,4,1,5
5,5,45,349,4,4,1,4,1,4
1,4,58,3141,5,4,1,4,1,5
3,3,35,516,3,2,1,5,0,5
3,3,39,813,4,4,0,2,1,4
1,4,67,761,2,3,1,4,0,1
4,5,32,2253,4,3,1,5,1,5
4,4,48,2640,4,3,1,5,1,4
3,4,62,749,4,4,1,4,0,4
1,5,58,3109,4,3,1,5,1,4
1,1,28,695,4,1,0,4,1,4
5,4,39,3742,5,3,1,5,1,5
4,4,41,1592,5,4,0,4,1,5
5,0,39,417,5,4,0,5,1,5
1,2,40,293,5,5,1,1,0,1
1,2,50,2933,5,3,1,1,1,5
4,4,23,1726,3,3,0,2,1,2
2,2,39,247,4,4,0,2,1,2
3,3,41,577,5,5,1,2,0,2
3,3,23,3257,3,3,1,3,1,3
2,2,33,240,4,3,1,2,1,2
2,2,65,1024,3,1,1,1,0,3
3,2,55,109,3,5,0,3,1,4
3,3,40,1008,4,1,1,3,1,3
5,5,38,101,1,5,1,5,1,5
4,5,32,3134,3,2,1,5,1,5
3,3,29,744,5,4,1,2,0,2
2,4,54,919,4,5,1,5,1,4
1,2,46,2100,5,5,1,4,1,5
3,4,43,358,4,5,1,5,0,4
2,2,66,1120,4,1,1,2,1,2
3,4,59,96,4,3,1,4,1,4
0,0,23,1562,5,4,0,1,1,1
4,4,20,746,4,5,0,1,1,5
2,2,54,590,4,4,1,3,1,3
3,3,30,393,3,4,1,3,1,3
3,2,50,946,2,4,1,3,0,2
4,3,53,1603,4,1,1,3,1,4
2,2,30,1310,3,4,1,2,1,2
1,1,23,315,2,4,1,5,0,5
2,2,25,432,4,4,0,1,1,1
1,5,46,645,4,3,1,5,1,4
2,4,46,1514,5,4,1,4,1,5
3,4,59,231,5,4,1,5,0,5
4,5,30,2133,4,4,1,5,1,5
2,2,56,134,3,3,1,3,0,3
3,4,41,854,3,3,1,4,1,3
3,5,50,2708,5,3,1,5,1,5
4,5,47,2557,4,5,1,5,1,4
3,3,25,589,3,1,0,1,1,1
4,4,24,1046,5,5,0,4,1,4
5,5,59,721,4,5,1,5,1,2
3,3,39,220,4,5,0,1,1,1
1,1,34,305,4,5,1,5,0,5
3,3,25,404,5,5,0,3,1,3
2,4,54,2253,4,4,1,5,1,4
3,3,51,163,4,2,1,4,0,4
4,4,31,761,4,5,1,5,0,5
3,4,56,3222,4,3,1,4,1,4
2,2,47,1119,3,4,1,4,0,4
3,3,29,2454,4,3,1,3,1,4
2,3,56,494,3,3,0,3,1,1
2,2,25,143,3,3,0,2,1,2
1,1,34,268,5,4,0,1,1,1
2,4,31,680,4,3,1,4,1,4
4,4,15,1013,4,4,1,1,0,3
2,5,53,3868,3,4,1,5,1,3
2,2,60,163,4,4,1,5,0,3
2,4,35,3540,3,5,1,4,1,3
1,1,26,867,3,1,1,1,1,1
3,3,25,3990,2,4,1,3,1,3
3,3,47,227,2,3,1,5,0,5
2,4,49,3702,4,3,1,3,1,4
1,4,58,3677,5,4,1,5,1,5
5,4,53,608,5,2,1,4,1,5
1,2,28,327,5,5,1,3,0,3
2,4,69,414,2,3,1,4,1,2
3,0,62,189,1,2,1,4,0,4
4,4,26,507,4,3,0,3,1,3
4,4,31,2123,4,1,1,5,1,5
0,0,22,1162,5,5,0,4,1,5
3,3,37,1242,3,5,1,2,0,5
3,4,49,1616,3,1,1,3,1,3
4,4,29,3351,3,3,1,4,1,4
1,5,34,1129,4,5,1,4,1,4
3,3,43,563,3,3,1,3,1,3
4,5,27,2944,3,4,1,4,1,4
3,3,22,612,4,2,0,3,1,3
3,5,54,2945,5,3,1,5,1,5
2,2,54,402,2,4,0,3,1,3
2,2,26,888,3,2,0,5,1,5
2,2,54,483,5,2,1,4,0,4
5,4,30,3341,3,2,1,5,1,4
5,5,59,631,4,5,1,5,1,4
4,4,16,1750,2,4,1,5,0,5
2,5,39,1089,4,4,1,5,1,4
0,4,44,3340,5,5,1,4,1,5
3,3,21,714,5,3,1,4,0,4
1,5,56,2410,4,4,1,4,1,4
2,2,7,602,3,4,1,3,0,3
3,5,24,3116,5,4,1,5,1,5
2,5,54,2927,4,4,1,5,1,4
3,4,49,1749,5,5,1,5,1,5
3,5,59,226,5,3,1,4,1,5
4,4,56,1235,4,3,1,4,1,4
1,1,33,2512,4,4,1,1,1,1
2,5,46,403,5,4,1,5,1,5
2,5,60,226,2,4,1,5,0,5
4,4,59,1973,4,4,1,4,1,4
2,2,58,2139,5,5,1,4,0,4
2,2,29,1790,4,3,1,5,0,5
4,4,45,599,4,2,1,3,1,4
1,1,55,696,4,4,1,1,0,1
1,1,20,255,1,4,1,2,0,2
4,4,28,2267,4,2,1,2,0,4
2,5,38,2969,4,5,1,4,1,4
4,4,21,448,5,3,0,2,1,2
4,3,54,163,4,1,1,3,1,4
4,4,24,147,2,1,1,2,0,2
4,4,47,446,4,4,1,4,1,4
4,4,37,521,1,5,1,4,1,4
1,1,31,920,4,4,1,1,1,1
4,4,51,328,5,1,1,3,1,5
1,3,57,3162,1,3,1,3,1,1
4,4,35,332,5,3,0,2,1,2
5,5,56,594,5,5,1,5,1,4
2,2,7,696,5,4,1,4,0,4
2,4,46,1464,2,3,1,3,1,2
4,3,59,164,1,2,0,4,1,4
5,5,56,3226,5,4,1,4,1,5
4,4,16,3216,4,2,1,4,1,4
1,4,42,347,5,5,1,5,1,5
4,5,22,1400,3,1,1,4,1,4
3,3,41,373,3,4,1,3,1,3
3,3,31,542,5,4,1,2,0,2
4,3,45,533,2,1,1,4,0,2
5,5,41,1068,4,5,1,5,1,5
2,2,31,2139,3,2,1,2,1,2
1,1,19,802,1,3,1,2,0,2
3,3,19,539,3,3,1,1,1,3
5,5,22,1033,5,3,0,4,1,4
3,4,36,239,5,3,1,4,1,5
2,2,24,1334,1,2,0,1,1,1
1,3,42,370,1,4,1,4,1,1
4,4,50,1590,4,4,1,4,1,4
5,4,46,2279,4,4,1,4,1,4
3,3,13,853,4,2,0,3,1,3
2,2,50,1120,2,2,1,2,1,2
1,4,35,372,4,4,1,3,1,1
2,1,32,2542,3,3,1,2,1,1
5,5,16,651,3,3,0,2,1,2
2,4,60,980,4,5,1,5,1,4
2,2,7,1671,3,4,1,1,0,2
3,2,10,885,4,2,0,2,1,4
3,3,25,1223,3,4,0,1,1,5
4,2,46,296,4,3,1,5,1,4
1,5,48,1895,4,3,1,5,1,4
1,5,49,1325,1,3,1,4,0,1
2,2,20,296,4,5,1,3,0,3
3,4,52,373,3,3,1,3,1,3
2,2,23,220,5,5,1,1,0,1
1,3,50,342,1,1,1,4,1,1
3,3,8,368,2,1,1,1,0,1
5,5,16,216,4,4,0,4,1,4
2,1,36,3402,4,3,1,2,1,4
5,5,53,84,2,4,1,5,1,5
1,1,38,861,3,2,1,1,1,1
5,2,59,711,4,3,1,1,0,3
2,2,20,483,3,2,1,5,0,5
3,5,28,748,5,3,1,5,1,5
2,2,32,416,3,4,1,5,0,5
2,5,53,1579,5,4,1,5,1,4
2,2,26,3579,3,1,1,2,1,2
4,4,33,654,2,1,1,4,1,4
2,4,55,2367,5,3,1,5,0,5
3,5,53,2248,3,4,1,5,1,3
4,1,14,2554,5,3,1,3,0,5
5,4,26,759,4,4,0,2,1,2
3,5,34,2422,4,1,1,5,1,4
4,5,60,3322,5,4,1,4,1,3
3,5,68,639,4,4,1,5,0,4
1,4,39,663,4,4,1,4,1,5
3,3,70,412,5,4,1,5,0,5
3,3,11,1010,2,2,1,4,0,4
2,3,12,590,1,3,1,5,0,5
0,0,14,395,3,4,1,4,0,4
2,2,25,1066,5,4,1,5,0,5
2,2,22,2176,3,2,1,2,1,2
1,1,22,667,4,3,0,1,1,1
2,2,27,451,4,4,0,1,1,1
0,0,64,329,2,4,1,5,0,5
3,3,23,522,3,2,1,2,1,3
4,4,28,1025,4,3,1,5,0,4
0,0,23,250,5,4,0,3,1,3
2,2,38,1984,4,3,0,3,1,3
2,3,21,227,4,3,0,3,1,4
4,3,44,692,2,4,0,1,1,3
3,3,41,303,4,5,1,2,0,5
5,5,41,192,4,3,1,5,1,4
1,5,53,430,1,5,1,4,0,1
2,5,55,1888,5,5,1,5,1,5
3,5,42,725,5,3,1,5,1,5
3,5,57,402,5,5,1,5,0,5
2,2,46,302,4,4,1,3,0,3
5,5,33,2175,3,3,1,5,1,5
2,2,28,369,3,2,1,2,0,4
5,4,18,919,4,3,1,1,0,1
1,5,63,1042,1,3,1,5,0,1
5,4,51,693,5,4,1,1,1,5
2,2,25,1484,2,4,0,4,1,4
4,4,37,1089,3,2,1,4,0,4
0,0,14,287,5,5,1,3,0,1
5,4,65,1504,3,4,1,5,0,5
4,5,40,2087,4,3,1,4,1,4
1,3,46,3101,1,2,1,3,1,1
1,1,20,862,4,4,1,2,0,2
3,3,23,712,5,4,1,4,0,4
1,1,33,213,3,3,1,3,0,3
3,4,42,1723,2,3,1,4,1,2
1,1,11,972,4,4,0,2,1,2
0,0,63,813,5,3,1,2,0,5
2,2,19,1166,5,3,1,3,0,3
3,5,49,2778,5,3,1,4,1,5
4,5,27,101,4,5,1,5,1,5
4,4,20,467,3,3,0,2,1,5
4,4,22,444,4,1,1,2,0,2
1,5,42,2709,1,4,1,4,1,1
4,3,25,528,3,4,0,4,0,4
3,3,49,1826,3,3,1,1,0,1
3,3,37,190,4,5,0,5,1,5
3,3,51,541,2,4,0,4,1,4
3,3,38,370,2,4,0,2,1,2
4,4,51,1671,4,4,1,4,0,4
2,3,40,2033,2,3,1,4,1,2
2,2,25,325,4,4,0,3,1,3
2,2,22,528,4,4,0,4,1,4
1,1,70,977,5,5,1,3,0,3
2,1,51,1589,2,2,1,2,1,2
2,2,70,2860,4,3,1,5,0,5
2,3,51,452,2,3,1,4,1,2
4,4,49,1874,4,4,1,4,1,2
3,3,39,606,3,5,1,5,0,5
2,2,32,328,4,4,0,2,1,2
2,2,39,577,2,4,1,4,0,4
1,5,24,1304,2,4,1,5,1,5
4,4,12,399,4,4,1,2,0,2
2,4,45,507,2,3,1,5,0,2
1,2,44,612,2,3,1,4,0,1
2,5,56,1171,4,3,1,5,1,4
0,5,58,3995,5,5,1,4,1,5
5,4,52,2105,5,4,1,5,1,5
5,3,24,1062,5,4,1,3,1,3
2,2,24,1290,3,2,1,2,1,2
4,4,23,3390,5,5,1,4,1,4
2,2,15,1121,3,5,1,3,0,3
2,1,21,337,3,3,0,4,1,4
3,4,42,435,4,4,1,5,0,4
3,5,60,1194,2,4,1,4,1,2
4,3,35,391,4,4,1,4,1,4
3,4,45,3085,3,5,1,4,1,3
2,3,24,587,3,1,0,3,1,4
5,5,22,1089,4,5,0,3,1,5
4,4,10,337,4,2,1,2,0,2
4,4,40,1188,4,4,1,4,0,4
3,4,58,1021,5,4,1,5,0,5
2,3,14,409,4,4,1,4,0,4
2,4,45,2311,5,3,1,4,1,5
3,5,56,1306,5,3,1,5,1,5
1,5,29,481,4,5,1,5,1,5
3,1,36,532,4,4,1,2,1,4
2,3,72,990,3,3,1,3,1,3
1,4,13,3935,5,4,1,4,1,4
2,2,29,541,2,3,1,2,1,2
5,5,23,222,5,5,0,3,1,3
3,3,17,304,5,5,1,3,0,1
2,1,33,130,3,4,0,5,1,5
3,3,38,234,2,2,0,1,1,1
1,2,10,920,3,4,1,2,0,2
3,2,30,787,4,3,1,2,0,2
2,2,17,448,3,5,1,3,0,3
0,0,24,785,4,3,0,4,1,4
3,3,9,355,5,3,1,2,0,2
5,4,39,293,4,3,1,1,0,1
4,5,56,3081,4,5,1,5,1,4
2,2,22,587,4,3,1,2,1,2
2,2,46,189,2,2,1,2,1,2
5,4,31,2474,2,4,1,4,1,4
3,3,28,874,2,3,1,1,0,1
5,4,39,859,5,5,0,2,1,2
0,5,42,250,3,3,1,4,1,3
4,4,69,406,2,5,1,4,0,2
2,5,52,3042,4,4,1,5,1,4
5,5,38,214,4,4,0,2,1,4
3,4,8,700,4,4,0,5,1,5
3,5,53,78,5,5,1,4,1,5
4,4,48,280,5,3,1,5,1,5
4,4,24,533,4,4,1,2,0,2
5,4,44,2076,5,4,1,4,1,5
4,4,18,331,5,3,1,4,0,4
2,2,43,134,5,4,1,4,1,5
2,2,45,299,3,3,1,3,1,3
